time,speed,throttle
67371628,208081.0546875,70.0
67561435,208125.0,70.0
67760827,208160.15625,70.0
67962332,208133.7890625,70.0
68159851,208107.421875,70.0
68360368,208063.4765625,70.0
68560872,207993.1640625,70.0
68764256,207940.4296875,70.0
68964979,207887.6953125,70.0
69163510,207887.6953125,70.0
69363728,207852.5390625,70.0
69564774,207817.3828125,70.0
69765659,207791.015625,70.0
69965018,207773.4375,70.0
70171655,207773.4375,70.0
70363961,207747.0703125,70.0
70564439,207755.859375,70.0
70786167,207738.28125,70.0
70965991,207764.6484375,70.0
71175100,207755.859375,70.0
71366106,207782.2265625,70.0
71569879,207782.2265625,70.0
71759209,207826.171875,70.0
71957143,207834.9609375,70.0
72163631,207852.5390625,70.0
72362484,207861.328125,70.0
72563080,207861.328125,70.0
72761224,207852.5390625,70.0
72961724,207852.5390625,70.0
73161415,207852.5390625,70.0
73363973,207852.5390625,70.0
73564034,207861.328125,70.0
73763558,207861.328125,70.0
73963086,207852.5390625,70.0
74164377,207843.75,70.0
74379956,207861.328125,70.0
74565617,207870.1171875,70.0
74762510,207887.6953125,70.0
74963992,207887.6953125,70.0
75163749,207878.90625,70.0
75362162,207870.1171875,70.0
75573322,207843.75,70.0
75765354,207826.171875,70.0
75963392,207808.59375,70.0
76165586,207817.3828125,70.0
76369249,207808.59375,70.0
76566050,207799.8046875,70.0
76784139,207808.59375,70.0
76971951,207808.59375,70.0
77175313,207808.59375,70.0
77370430,207799.8046875,70.0
77561721,207799.8046875,70.0
77766212,207799.8046875,70.0
77970867,207808.59375,70.0
78161856,207799.8046875,70.0
78363358,207799.8046875,70.0
78563312,207791.015625,70.0
78766595,207799.8046875,70.0
78965446,207782.2265625,70.0
79161747,207773.4375,70.0
79361370,207773.4375,70.0
79561910,207782.2265625,70.0
79763078,207782.2265625,70.0
79962258,207782.2265625,70.0
80163456,207791.015625,70.0
80363095,207799.8046875,70.0
80563935,207791.015625,70.0
80764283,207791.015625,70.0
80964435,207791.015625,70.0
81166532,207782.2265625,70.0
81374350,207764.6484375,70.0
81565077,207747.0703125,70.0
81762585,207747.0703125,70.0
81967794,207738.28125,70.0
82163535,207747.0703125,70.0
82367609,207755.859375,70.0
82565816,207747.0703125,70.0
82765529,207747.0703125,70.0
82967797,207747.0703125,70.0
83167214,207755.859375,70.0
83382251,207755.859375,70.0
83574059,207755.859375,70.0
83770419,207773.4375,70.0
83970192,207782.2265625,70.0
84169687,207782.2265625,70.0
84366863,207764.6484375,70.0
84573579,207764.6484375,70.0
84776442,207782.2265625,70.0
84973793,207773.4375,70.0
85161744,207764.6484375,70.0
85362518,207755.859375,70.0
85572121,207764.6484375,70.0
85760497,207755.859375,70.0
85971848,207755.859375,70.0
86162151,207747.0703125,70.0
86363029,207738.28125,70.0
86563502,207755.859375,70.0
86764479,207747.0703125,70.0
86964352,207738.28125,70.0
87164587,207729.4921875,70.0
87362365,207738.28125,70.0
87570489,207694.3359375,70.0
87763377,207386.71875,70.0
87965157,206138.671875,70.0
88162775,203326.171875,70.0
88365711,199221.6796875,70.0
88565929,194695.3125,70.0
88766175,190968.75,70.0
88966963,189017.578125,70.0
89165226,189465.8203125,70.0
89365275,191988.28125,70.0
89565193,195670.8984375,70.0
89765153,199599.609375,70.0
89966977,203501.953125,70.0
90166898,203501.953125,70.0
90363032,206982.421875,70.0
90562815,209654.296875,70.0
90767318,211376.953125,70.0
90971128,212273.4375,70.0
91167549,212554.68749999997,70.0
91366485,212466.796875,70.0
91571458,212071.2890625,70.0
91766831,211596.6796875,70.0
91970258,210963.8671875,70.0
92174437,210146.484375,70.0
92362050,209302.734375,70.0
92564710,208538.0859375,70.0
92765133,207896.484375,70.0
92959835,207377.9296875,70.0
93157524,206973.6328125,70.0
93363736,206718.75,70.0
93567330,206586.9140625,70.0
93764567,206569.3359375,70.0
93966775,206674.8046875,70.0
94163938,206868.1640625,70.0
94373373,207087.890625,70.0
94571194,207087.890625,70.0
94769486,207307.6171875,70.0
94971051,207500.9765625,70.0
95169462,207685.546875,70.0
95357396,207834.9609375,70.0
95562327,207931.640625,70.0
95759078,208019.53125,70.0
95959603,208063.4765625,70.0
96157372,208045.8984375,70.0
96359175,207949.21875,70.0
96561509,207826.171875,70.0
96760843,207685.546875,70.0
96959539,207580.078125,70.0
97159100,207509.765625,70.0
97360277,207474.609375,70.0
97560550,207325.1953125,70.0
97762479,206481.4453125,70.0
97960530,204134.765625,70.0
98161486,200364.2578125,70.0
98363414,200364.2578125,70.0
98559557,195811.5234375,70.0
98762110,191777.34375,70.0
98960256,189219.7265625,70.0
99162616,189035.15625,70.0
99362843,191056.640625,70.0
99562960,194554.6875,70.0
99802391,198536.1328125,70.0
99963512,202570.3125,70.0
100162291,206270.5078125,70.0
100365096,209285.15625,70.0
100562384,211253.90625,70.0
100763841,212378.90625,70.0
100986872,212739.25781249997,70.0
101161765,212686.52343749997,70.0
101363321,212334.9609375,70.0
101564897,211860.3515625,70.0
101765380,211227.5390625,70.0
101995401,210436.5234375,70.0
102162736,209522.4609375,70.0
102363151,208713.8671875,70.0
102560660,208010.7421875,70.0
102766119,208010.7421875,70.0
102966129,207448.2421875,70.0
103164166,207017.578125,70.0
103364056,206718.75,70.0
103564016,206542.96875,70.0
103767346,206507.8125,70.0
103967862,206595.703125,70.0
104171861,206780.2734375,70.0
104370717,206973.6328125,70.0
104567059,207228.515625,70.0
104768901,207439.453125,70.0
104971233,207650.390625,70.0
105166520,207791.015625,70.0
105372222,207905.2734375,70.0
105574946,207975.5859375,70.0
105772155,208045.8984375,70.0
105984172,208045.8984375,70.0
106158177,208045.8984375,70.0
106356527,208001.953125,70.0
106559367,207966.796875,70.0
106759016,207914.0625,70.0
106959996,207914.0625,70.0
107160402,207861.328125,70.0
107362398,207808.59375,70.0
107564670,207773.4375,70.0
107766780,207738.28125,70.0
107970425,207694.3359375,70.0
108169680,207685.546875,70.0
108365645,207667.96875,70.0
108570463,207676.7578125,70.0
108765044,207667.96875,70.0
108974004,207676.7578125,70.0
109175278,207694.3359375,70.0
109375540,207694.3359375,70.0
109564531,207711.9140625,70.0
109760736,207720.703125,70.0
109966952,207747.0703125,70.0
110159949,207747.0703125,70.0
110359639,207747.0703125,70.0
110558353,207738.28125,70.0
110760577,207729.4921875,70.0
110963689,207720.703125,70.0
111162315,207720.703125,70.0
111362977,207694.3359375,70.0
111556929,207676.7578125,70.0
111761987,207676.7578125,70.0
111957499,207685.546875,70.0
112161345,207676.7578125,70.0
112364768,207676.7578125,70.0
112564556,207676.7578125,70.0
112762486,207685.546875,70.0
112964172,207667.96875,70.0
113159292,207676.7578125,70.0
113367978,207685.546875,70.0
113561937,207544.921875,70.0
113764041,206709.9609375,70.0
113964069,204336.9140625,70.0
114160766,200680.6640625,70.0
114365440,196303.7109375,70.0
114564088,192480.46875,70.0
114766393,190045.8984375,70.0
114965906,189949.21875,70.0
115166766,189949.21875,70.0
115369511,191944.3359375,70.0
115584258,195275.390625,70.0
115775318,198993.1640625,70.0
115960516,202763.671875,70.0
116161233,206235.3515625,70.0
116358732,209030.2734375,70.0
116560530,210919.921875,70.0
116760088,211948.2421875,70.0
116960886,212334.9609375,70.0
117162120,212343.75,70.0
117370856,212044.921875,70.0
117570505,211605.46875,70.0
117763951,211025.390625,70.0
117962908,210278.3203125,70.0
118162857,209416.9921875,70.0
118370563,208652.34375,70.0
118568878,208001.953125,70.0
118769487,207492.1875,70.0
118967023,207087.890625,70.0
119174634,206806.640625,70.0
119376033,206630.859375,70.0
119568007,206630.859375,70.0
119770729,206586.9140625,70.0
119972494,206648.4375,70.0
120167919,206789.0625,70.0
120376312,206964.84375,70.0
120569638,207202.1484375,70.0
120767639,207421.875,70.0
120961622,207606.4453125,70.0
121160813,207764.6484375,70.0
121360635,207905.2734375,70.0
121559581,207993.1640625,70.0
121763870,208054.6875,70.0
121959654,208072.265625,70.0
122164413,208063.4765625,70.0
122378209,208010.7421875,70.0
122567805,207931.640625,70.0
122770924,207852.5390625,70.0
122970915,207799.8046875,70.0
123175210,207755.859375,70.0
123397159,207729.4921875,70.0
123571177,207685.546875,70.0
123766532,207685.546875,70.0
123969288,207676.7578125,70.0
124166730,207659.1796875,70.0
124365569,207632.8125,70.0
124567594,207615.234375,70.0
124766852,207615.234375,70.0
124969818,207624.0234375,70.0
125166061,207624.0234375,70.0
125366487,207615.234375,70.0
125577112,207606.4453125,70.0
125761607,207606.4453125,70.0
125961771,207597.65625,70.0
126159684,207606.4453125,70.0
126360212,207606.4453125,70.0
126563127,207624.0234375,70.0
126771604,207615.234375,70.0
126966030,207606.4453125,70.0
127160921,207588.8671875,70.0
127364677,207606.4453125,70.0
127566829,207597.65625,70.0
127761233,207597.65625,70.0
127967484,207597.65625,70.0
128164812,207597.65625,70.0
128364753,207624.0234375,70.0
128563657,207632.8125,70.0
128764592,207632.8125,70.0
128965240,207632.8125,70.0
129163618,207624.0234375,70.0
129367352,207632.8125,70.0
129565537,207615.234375,70.0
129764798,207624.0234375,70.0
129963272,207632.8125,70.0
130167049,207650.390625,70.0
130371609,207650.390625,70.0
130567689,207659.1796875,70.0
130766677,207650.390625,70.0
130970912,207667.96875,70.0
131170521,207650.390625,70.0
131372333,207667.96875,70.0
131565666,207650.390625,70.0
131763040,207659.1796875,70.0
131965830,207641.6015625,70.0
132164979,207641.6015625,70.0
132367442,207641.6015625,70.0
132566046,207650.390625,70.0
132767912,207667.96875,70.0
132975122,207676.7578125,70.0
133233933,207650.390625,70.0
133371988,207650.390625,70.0
133567126,207650.390625,70.0
133767194,207659.1796875,70.0
133971292,207659.1796875,70.0
134159296,207667.96875,70.0
134359310,207667.96875,70.0
134561959,207667.96875,70.0
134758313,207421.875,70.0
134962266,206446.2890625,70.0
135162887,204829.1015625,70.0
135362658,202122.0703125,70.0
135570309,198369.140625,70.0
135762782,194009.765625,70.0
135962450,194009.765625,70.0
136163877,190230.46875,70.0
136365483,187954.1015625,70.0
136565852,187655.2734375,70.0
136767121,189465.8203125,70.0
136970228,193095.703125,70.0
137167327,197727.5390625,70.0
137373955,201911.1328125,70.0
137571275,205883.7890625,70.0
137769573,209188.4765625,70.0
137970014,211385.7421875,70.0
138166176,212624.99999999997,70.0
138367552,213073.24218749997,70.0
138563681,213082.03124999997,70.0
138765612,212677.73437499997,70.0
138970378,212115.234375,70.0
139169993,211385.7421875,70.0
139372390,210524.4140625,70.0
139567613,209557.6171875,70.0
139770215,208661.1328125,70.0
139973458,207949.21875,70.0
140169724,207351.5625,70.0
140370501,206920.8984375,70.0
140557121,206920.8984375,70.0
140756344,206613.28125,70.0
140959314,206428.7109375,70.0
141158531,206384.765625,70.0
141359807,206437.5,70.0
141557120,206613.28125,70.0
141759935,206789.0625,70.0
141960874,207026.3671875,70.0
142160904,207237.3046875,70.0
142360552,207457.03125,70.0
142563213,207624.0234375,70.0
142760516,207764.6484375,70.0
142963247,207852.5390625,70.0
143163437,207922.8515625,70.0
143361602,207958.0078125,70.0
143582128,207958.0078125,70.0
143763510,207922.8515625,70.0
143961232,207878.90625,70.0
144161723,207826.171875,70.0
144364477,207764.6484375,70.0
144573022,207711.9140625,70.0
144766034,207711.9140625,70.0
144969242,207650.390625,70.0
145164966,207624.0234375,70.0
145371250,207571.2890625,70.0
145578003,207553.7109375,70.0
145767956,207527.34375,70.0
145962799,207527.34375,70.0
146162117,207509.765625,70.0
146366937,207527.34375,70.0
146563539,207527.34375,70.0
146764698,207553.7109375,70.0
146966036,207553.7109375,70.0
147183225,207553.7109375,70.0
147364261,207544.921875,70.0
147563615,207553.7109375,70.0
147763034,207527.34375,70.0
147963224,207527.34375,70.0
148170752,207509.765625,70.0
148366449,207527.34375,70.0
148561598,207527.34375,70.0
148765480,207527.34375,70.0
148963866,207527.34375,70.0
149164821,207527.34375,70.0
149367338,207527.34375,70.0
149566672,207527.34375,70.0
149770180,207500.9765625,70.0
149967295,207500.9765625,70.0
150155694,207509.765625,70.0
150359602,207509.765625,70.0
150575624,207509.765625,70.0
150758746,207509.765625,70.0
150958906,207527.34375,70.0
151156981,207527.34375,70.0
151356592,207518.5546875,70.0
151555734,207527.34375,70.0
151760115,207544.921875,70.0
151961632,207553.7109375,70.0
152158208,207562.5,70.0
152360494,207553.7109375,70.0
152558604,207562.5,70.0
152758465,207553.7109375,70.0
152965252,207553.7109375,70.0
153226467,207527.34375,70.0
153437298,207536.1328125,70.0
153570297,207536.1328125,70.0
153761388,207562.5,70.0
153964513,207588.8671875,70.0
154161888,207597.65625,70.0
154364830,207588.8671875,70.0
154563019,207606.4453125,70.0
154766738,207580.078125,70.0
154964874,207571.2890625,70.0
155164446,207553.7109375,70.0
155358449,207580.078125,70.0
155573027,207571.2890625,70.0
155766795,207571.2890625,70.0
155967632,207580.078125,70.0
156166282,207597.65625,70.0
156357691,207606.4453125,70.0
156556871,207606.4453125,70.0
156759825,207597.65625,70.0
156959512,207606.4453125,70.0
157160265,207606.4453125,70.0
157364346,207588.8671875,70.0
157559820,207562.5,70.0
157762243,207509.765625,70.0
157961367,207465.8203125,70.0
158161404,207413.0859375,70.0
158363096,207360.3515625,70.0
158559456,207342.7734375,70.0
158759786,207263.671875,70.0
158962969,206718.75,70.0
159161905,204987.3046875,70.0
159364250,201788.0859375,70.0
159564540,197560.546875,70.0
159766068,193324.21875,70.0
159963829,190186.5234375,70.0
160160658,189149.4140625,70.0
160364423,190335.9375,70.0
160567407,193341.796875,70.0
160769396,197085.9375,70.0
160972707,201067.3828125,70.0
161161508,204820.3125,70.0
161361769,204820.3125,70.0
161561825,208028.3203125,70.0
161765388,210295.8984375,70.0
161964898,211684.5703125,70.0
162162772,212291.015625,70.0
162364926,212405.2734375,70.0
162564488,212159.1796875,70.0
162764852,211763.671875,70.0
162966990,211218.75,70.0
163162068,210533.203125,70.0
163361730,209680.6640625,70.0
163561746,208863.28125,70.0
163763246,208160.15625,70.0
163964349,207571.2890625,70.0
164163050,207114.2578125,70.0
164362218,206762.6953125,70.0
164565879,206551.7578125,70.0
164766133,206446.2890625,70.0
164976401,206490.234375,70.0
165175168,206560.546875,70.0
165358981,206753.90625,70.0
165562491,206753.90625,70.0
165761333,206929.6875,70.0
165968875,207166.9921875,70.0
166158231,207342.7734375,70.0
166362191,207518.5546875,70.0
166595948,207632.8125,70.0
166765341,207755.859375,70.0
166977322,207799.8046875,70.0
167171384,207843.75,70.0
167370684,207826.171875,70.0
167562718,207834.9609375,70.0
167761160,207799.8046875,70.0
167960316,207773.4375,70.0
168165056,207711.9140625,70.0
168390788,207667.96875,70.0
168563164,207606.4453125,70.0
168760719,207562.5,70.0
168964491,207527.34375,70.0
169160622,207518.5546875,70.0
169360468,207509.765625,70.0
169570925,207483.3984375,70.0
169763032,207483.3984375,70.0
169961972,207483.3984375,70.0
170165237,207483.3984375,70.0
170361255,207492.1875,70.0
170561574,207500.9765625,70.0
170762787,207500.9765625,70.0
170963279,207518.5546875,70.0
171161393,207544.921875,70.0
171364048,207562.5,70.0
171561741,207580.078125,70.0
171760500,207588.8671875,70.0
171961632,207588.8671875,70.0
172161119,207580.078125,70.0
172362590,207562.5,70.0
172563137,207553.7109375,70.0
172761278,207544.921875,70.0
172961589,207553.7109375,70.0
173162382,207527.34375,70.0
173363300,207527.34375,70.0
173562416,207500.9765625,70.0
173762667,207492.1875,70.0
173963237,207492.1875,70.0
174164723,207492.1875,70.0
174364171,207509.765625,70.0
174564656,207527.34375,70.0
174766115,207536.1328125,70.0
174964856,207527.34375,70.0
175163633,207527.34375,70.0
175367864,207544.921875,70.0
175573643,207562.5,70.0
175767718,207580.078125,70.0
175965137,207606.4453125,70.0
176165111,207606.4453125,70.0
176367623,207606.4453125,70.0
176565671,207597.65625,70.0
176769164,207615.234375,70.0
176966052,207632.8125,70.0
177164525,207650.390625,70.0
177363141,207641.6015625,70.0
177572684,207650.390625,70.0
177766685,207641.6015625,70.0
177971043,207641.6015625,70.0
178167362,207615.234375,70.0
178366583,207615.234375,70.0
178570303,207632.8125,70.0
178764976,207615.234375,70.0
178971260,207641.6015625,70.0
179180612,207624.0234375,70.0
179371576,207632.8125,70.0
179566670,207588.8671875,70.0
179766263,207580.078125,70.0
179969316,207580.078125,70.0
180180055,207580.078125,70.0
180367028,207580.078125,70.0
180567730,207588.8671875,70.0
180770756,207580.078125,70.0
180970351,207553.7109375,70.0
181173163,207544.921875,70.0
181365352,207553.7109375,70.0
181555928,207562.5,70.0
181757888,207553.7109375,70.0
181964999,207544.921875,70.0
182157044,207553.7109375,70.0
182355744,207553.7109375,70.0
182558747,207562.5,70.0
182759828,207562.5,70.0
182967647,207553.7109375,70.0
183163358,207571.2890625,70.0
183366086,207571.2890625,70.0
183563641,207553.7109375,70.0
183763766,207562.5,70.0
183961398,207571.2890625,70.0
184162076,207553.7109375,70.0
184358752,207553.7109375,70.0
184561827,207518.5546875,70.0
184763311,207518.5546875,70.0
184959886,207500.9765625,70.0
185159214,207500.9765625,70.0
185360564,207500.9765625,70.0
185569511,207500.9765625,70.0
185762251,207500.9765625,70.0
185965154,207500.9765625,70.0
186159006,207492.1875,70.0
186360108,207483.3984375,70.0
186566923,207483.3984375,70.0
186793120,207474.609375,70.0
186960942,207474.609375,70.0
187161409,207474.609375,70.0
187361990,207474.609375,70.0
187563539,207500.9765625,70.0
187763692,207509.765625,70.0
187965091,207536.1328125,70.0
188161192,207536.1328125,70.0
188362840,207553.7109375,70.0
188562329,207536.1328125,70.0
188765000,207536.1328125,70.0
188963480,207527.34375,70.0
189164085,207527.34375,70.0
189362479,207527.34375,70.0
189565690,207518.5546875,70.0
189763891,207492.1875,70.0
189966815,207465.8203125,70.0
190165143,207474.609375,70.0
190365495,207457.03125,70.0
190567838,207457.03125,70.0
190771024,207474.609375,70.0
190967229,207474.609375,70.0
191170316,207483.3984375,70.0
191369611,207492.1875,70.0
191566657,207500.9765625,70.0
191767776,207518.5546875,70.0
191971863,207536.1328125,70.0
192167364,207509.765625,70.0
192367632,207500.9765625,70.0
192564697,207474.609375,70.0
192766045,207465.8203125,70.0
192967745,207448.2421875,70.0
193167547,207421.875,70.0
193367848,207377.9296875,70.0
193573732,207263.671875,70.0
193767595,206824.21875,70.0
193963512,205409.1796875,70.0
194158925,202491.2109375,70.0
194359665,198413.0859375,70.0
194561765,193974.609375,70.0
194759614,193974.609375,70.0
194962359,190274.4140625,70.0
195157905,188709.9609375,70.0
195359595,189404.296875,70.0
195582073,192102.5390625,70.0
195760713,195873.046875,70.0
195958943,199898.4375,70.0
196161624,203783.203125,70.0
196359353,207219.7265625,70.0
196558463,209803.7109375,70.0
196759020,211438.4765625,70.0
196958753,212247.0703125,70.0
197160761,212501.953125,70.0
197363498,212317.3828125,70.0
197563563,211974.609375,70.0
197761056,211438.4765625,70.0
197965714,210788.0859375,70.0
198163937,209909.1796875,70.0
198362666,209039.0625,70.0
198564836,208274.4140625,70.0
198766945,207659.1796875,70.0
198972998,207149.4140625,70.0
199170805,206797.8515625,70.0
199363824,206797.8515625,70.0
199564904,206551.7578125,70.0
199765968,206411.1328125,70.0
200040067,206499.0234375,70.0
200175707,206499.0234375,70.0
200360972,206674.8046875,70.0
200589780,206868.1640625,70.0
200767728,207105.46875,70.0
200972189,207316.40625,70.0
201167110,207509.765625,70.0
201358872,207676.7578125,70.0
201561090,207817.3828125,70.0
201761547,207887.6953125,70.0
201971880,207931.640625,70.0
202163401,207931.640625,70.0
202363801,207940.4296875,70.0
202566298,207887.6953125,70.0
202770871,207826.171875,70.0
202972957,207755.859375,70.0
203163868,207720.703125,70.0
203365361,207720.703125,70.0
203565539,207676.7578125,70.0
203765589,207632.8125,70.0
203973392,207615.234375,70.0
204165090,207597.65625,70.0
204357814,207562.5,70.0
204571720,207527.34375,70.0
204772106,207509.765625,70.0
204976102,207518.5546875,70.0
205166270,207518.5546875,70.0
205359081,207518.5546875,70.0
205566873,207518.5546875,70.0
205763187,207536.1328125,70.0
205966212,207536.1328125,70.0
206159253,207544.921875,70.0
206360478,207544.921875,70.0
206561586,207553.7109375,70.0
206764750,207562.5,70.0
206966409,207580.078125,70.0
207161018,207588.8671875,70.0
207364964,207615.234375,70.0
207562352,207615.234375,70.0
207760572,207615.234375,70.0
207961719,207606.4453125,70.0
208159271,207606.4453125,70.0
208365223,207606.4453125,70.0
208561715,207615.234375,70.0
208762449,207606.4453125,70.0
208960771,207588.8671875,70.0
209160552,207580.078125,70.0
209365776,207571.2890625,70.0
209562066,207553.7109375,70.0
209761973,207536.1328125,70.0
209959925,207536.1328125,70.0
210161176,207536.1328125,70.0
210364817,207536.1328125,70.0
210560734,207527.34375,70.0
210762968,207518.5546875,70.0
210977587,207518.5546875,70.0
211163408,207518.5546875,70.0
211363416,207509.765625,70.0
211564350,207492.1875,70.0
211760143,207492.1875,70.0
211961821,207492.1875,70.0
212165071,207474.609375,70.0
212363296,207465.8203125,70.0
212559625,207448.2421875,70.0
212764000,207474.609375,70.0
212971842,207500.9765625,70.0
213162072,207500.9765625,70.0
213367131,207509.765625,70.0
213565786,207536.1328125,70.0
213770425,207553.7109375,70.0
213972757,207536.1328125,70.0
214170721,207544.921875,70.0
214369325,207544.921875,70.0
214578101,207562.5,70.0
214770585,207553.7109375,70.0
214974275,207544.921875,70.0
215166490,207536.1328125,70.0
215365765,207518.5546875,70.0
215571868,207492.1875,70.0
215767393,207500.9765625,70.0
215967302,207483.3984375,70.0
216169327,207483.3984375,70.0
216367763,207492.1875,70.0
216561454,207474.609375,70.0
216758655,207465.8203125,70.0
216964144,207457.03125,70.0
217159891,207465.8203125,70.0
217360497,207474.609375,70.0
217560954,207474.609375,70.0
217759164,207483.3984375,70.0
217965596,207500.9765625,70.0
218165322,207518.5546875,70.0
218365404,207518.5546875,70.0
218565205,207509.765625,70.0
218766132,207518.5546875,70.0
218965227,207509.765625,70.0
219160455,207518.5546875,70.0
219358805,207527.34375,70.0
219560344,207536.1328125,70.0
219763777,207527.34375,70.0
219965612,207492.1875,70.0
220158495,207492.1875,70.0
220360252,207465.8203125,70.0
220561570,207457.03125,70.0
220763739,207457.03125,70.0
220965599,207465.8203125,70.0
221166175,207474.609375,70.0
221362772,207430.6640625,70.0
221563533,207166.9921875,70.0
221766947,206771.484375,70.0
221970595,206217.7734375,70.0
222161329,205338.8671875,70.0
222370010,203370.1171875,70.0
222561756,200223.6328125,70.0
222764494,196664.0625,70.0
222964936,193280.2734375,70.0
223163932,190854.4921875,70.0
223361682,190511.71875,70.0
223567860,192128.90625,70.0
223765855,195275.390625,70.0
223967791,198878.90625,70.0
224165551,202579.1015625,70.0
224365567,202579.1015625,70.0
224567646,205962.890625,70.0
224771073,208757.8125,70.0
224985111,210577.1484375,70.0
225164794,211631.8359375,70.0
225364835,211983.3984375,70.0
225576964,211992.1875,70.0
225772626,211675.78125,70.0
225962192,211289.0625,70.0
226156276,210761.71875,70.0
226359328,210120.1171875,70.0
226560167,209311.5234375,70.0
226762213,208590.8203125,70.0
226961269,207966.796875,70.0
227160954,207465.8203125,70.0
227362712,207052.734375,70.0
227564977,206771.484375,70.0
227765381,206604.4921875,70.0
227961501,206534.1796875,70.0
228160627,206569.3359375,70.0
228363607,206692.3828125,70.0
228564773,206692.3828125,70.0
228766270,206859.375,70.0
228967340,207061.5234375,70.0
229166551,207263.671875,70.0
229367704,207448.2421875,70.0
229567143,207606.4453125,70.0
229769894,207738.28125,70.0
229970553,207808.59375,70.0
230164548,207852.5390625,70.0
230369509,207887.6953125,70.0
230566957,207861.328125,70.0
230769663,207826.171875,70.0
230970419,207791.015625,70.0
231169293,207764.6484375,70.0
231370924,207711.9140625,70.0
231566236,207667.96875,70.0
231767994,207615.234375,70.0
231969726,207597.65625,70.0
232166831,207544.921875,70.0
232366790,207527.34375,70.0
232565233,207509.765625,70.0
232758528,207509.765625,70.0
232961940,207509.765625,70.0
233160031,207483.3984375,70.0
233399367,207448.2421875,70.0
233564282,207448.2421875,70.0
233763490,207457.03125,70.0
233969396,207465.8203125,70.0
234163038,207483.3984375,70.0
234366247,207483.3984375,70.0
234566758,207263.671875,70.0
234767896,206323.2421875,70.0
234973692,203712.890625,70.0
235186737,197859.375,70.0
235366181,187312.5,70.0
235563025,172898.4375,70.0
235761329,157315.4296875,70.0
235960846,144465.8203125,70.0
236155776,137250.0,70.0
236359531,137364.2578125,70.0
236557340,143692.3828125,70.0
236763640,153738.28125,70.0
236964712,153738.28125,70.0
237162306,164680.6640625,70.0
237365256,175526.3671875,70.0
237566246,185545.8984375,70.0
237766990,194704.1015625,70.0
237961212,202675.78125,70.0
238165292,209408.203125,70.0
238366233,214400.39062499997,70.0
238567960,217573.24218749997,70.0
238764740,219049.80468749997,70.0
238965724,219084.96093749997,70.0
239165937,218039.06249999997,70.0
239366231,216413.08593749997,70.0
239570119,214549.80468749997,70.0
239766483,212668.94531249997,70.0
239967435,210832.03125,70.0
240169314,209206.0546875,70.0
240371913,207922.8515625,70.0
240567851,206806.640625,70.0
240766900,205954.1015625,70.0
240969847,205382.8125,70.0
241170042,205154.296875,70.0
241359994,205154.296875,70.0
241558782,205163.0859375,70.0
241762170,205382.8125,70.0
241961180,205751.953125,70.0
242161886,206270.5078125,70.0
242362665,206745.1171875,70.0
242559293,207237.3046875,70.0
242763550,207641.6015625,70.0
242963934,207984.375,70.0
243159380,208221.6796875,70.0
243363448,208379.8828125,70.0
243561004,208467.7734375,70.0
243761611,208476.5625,70.0
243965396,208432.6171875,70.0
244163735,208344.7265625,70.0
244363160,208221.6796875,70.0
244564097,208116.2109375,70.0
244769248,207993.1640625,70.0
244967831,207878.90625,70.0
245164444,207773.4375,70.0
245361189,207773.4375,70.0
245571746,207711.9140625,70.0
245767846,207667.96875,70.0
245969362,207641.6015625,70.0
246170302,207641.6015625,70.0
246369651,207667.96875,70.0
246567024,207685.546875,70.0
246769187,207694.3359375,70.0
246969274,207720.703125,70.0
247166636,207747.0703125,70.0
247356636,207782.2265625,70.0
247561406,207782.2265625,70.0
247760591,207755.859375,70.0
247960186,207562.5,70.0
248158955,206551.7578125,70.0
248361857,203958.984375,70.0
248559149,199995.1171875,70.0
248763135,195380.859375,70.0
248958881,191434.5703125,70.0
249158262,191434.5703125,70.0
249358639,189079.1015625,70.0
249565711,189166.9921875,70.0
249763164,191469.7265625,70.0
249958171,195117.1875,70.0
250162472,199177.734375,70.0
250359791,203414.0625,70.0
250559435,206850.5859375,70.0
250762455,209698.2421875,70.0
250960573,211464.84375,70.0
251160753,212422.8515625,70.0
251389998,212695.31249999997,70.0
251574643,212598.63281249997,70.0
251761549,212220.703125,70.0
251964270,211684.5703125,70.0
252162071,210990.234375,70.0
252367544,210137.6953125,70.0
252565995,209250.0,70.0
252767083,208441.40625,70.0
252972357,207791.015625,70.0
253165062,207246.09375,70.0
253366399,206850.5859375,70.0
253569908,206569.3359375,70.0
253766015,206569.3359375,70.0
253964844,206437.5,70.0
254165284,206463.8671875,70.0
254366471,206622.0703125,70.0
254567141,206815.4296875,70.0
254769544,207070.3125,70.0
254964691,207307.6171875,70.0
255159851,207544.921875,70.0
255358877,207729.4921875,70.0
255566308,207914.0625,70.0
255756645,208001.953125,70.0
255962734,208098.6328125,70.0
256158617,208116.2109375,70.0
256357959,208045.8984375,70.0
256559259,206991.2109375,70.0
256758159,204978.515625,70.0
256963918,201577.1484375,70.0
257159799,197085.9375,70.0
257363777,191953.125,70.0
257565693,187716.796875,70.0
257762353,187716.796875,70.0
257963532,185334.9609375,70.0
258165298,185440.4296875,70.0
258362153,187813.4765625,70.0
258565376,192084.9609375,70.0
258780707,197279.296875,70.0
258967360,202306.640625,70.0
259166974,206789.0625,70.0
259370638,210304.6875,70.0
259571960,212572.26562499997,70.0
259767831,213829.10156249997,70.0
259964797,214215.82031249997,70.0
