76
3.6656246461197776E-4,	0.01466249858447911,	0.05,
9.791665548139147E-4,	0.012252081804038738,	0.05,
0.0023531440773313568,	0.02747955045034884,	0.05,
0.004780744239436568,	0.04855200324210423,	0.05,
0.008535158246977557,	0.07508828015081978,	0.05,
0.01371139135841723,	0.10352466222879342,	0.05,
0.020228009512528858,	0.13033236308223256,	0.05,
0.027978237114347847,	0.1550045520363798,	0.05,
0.036828508887296676,	0.17700543545897654,	0.05,
0.04661686028708562,	0.19576702799577891,	0.05,
0.05715131926310739,	0.21068917952043525,	0.05,
0.06820856186911495,	0.2211448521201511,	0.05,
0.07953324640687294,	0.2264936907551598,	0.05,
0.0908386601354426,	0.22610827457139315,	0.05,
0.10180961566128952,	0.21941911051693813,	0.05,
0.11210893004836657,	0.20598628774154099,	0.05,
0.12138928641382929,	0.18560712730925427,	0.05,
0.12931273541729696,	0.1584689800693534,	0.05,
0.13558034752228473,	0.12535224209975532,	0.05,
0.13997420969770125,	0.08787724350833037,	0.05,
0.14241250995961127,	0.04876600523820032,	0.05,
0.14301524016203418,	0.012054604048458128,	0.05,
0.14385794910562066,	0.01685417887172958,	0.05,
0.14542873677356916,	0.03141575335896977,	0.05,
0.14665787477233275,	0.024582759975272032,	0.05,
0.14716753909236602,	0.010193286400665205,	0.05,
0.15105476646526947,	0.07774454745806884,	0.05,
0.16006519069167005,	0.18020848452801166,	0.05,
0.1758937983702557,	0.3165721535717131,	0.05,
0.2000447176791903,	0.48301838617869214,	0.05,
0.23373917435026775,	0.6738891334215488,	0.05,
0.2778847310140333,	0.8829111332753117,	0.05,
0.33309946174521693,	1.104294614623672,	0.05,
0.39954671423691207,	1.3289450498339024,	0.05,
0.4768703610906148,	1.5464729370740544,	0.05,
0.5644362549359094,	1.7513178769058926,	0.05,
0.6614313210468661,	1.9399013222191324,	0.05,
0.7666941903277551,	2.1052573856177808,	0.05,
0.878942876420234,	2.244973721849579,	0.05,
0.9970857645456398,	2.3628577625081153,	0.05,
1.1200120710942167,	2.4585261309715403,	0.05,
1.2465744043232094,	2.531246664579852,	0.05,
1.3758892359140522,	2.586296631816856,	0.05,
1.5075041136355,	2.6322975544289573,	0.05,
1.6411090805540542,	2.672099338371081,	0.05,
1.776398510007321,	2.7057885890653326,	0.05,
1.9130381059142199,	2.732791918137977,	0.05,
2.050634883833412,	2.7519355583838436,	0.05,
2.1887122434803388,	2.7615471929385365,	0.05,
2.3266931732850304,	2.7596185960938358,	0.05,
2.4638949333144198,	2.744035200587783,	0.05,
2.599537839535931,	2.712858124430233,	0.05,
2.7327688533625323,	2.664620276532018,	0.05,
2.862697869695954,	2.598580326668441,	0.05,
2.988441713171257,	2.5148768695060557,	0.05,
3.109168963193292,	2.414545000440701,	0.05,
3.224138612728409,	2.2993929907023314,	0.05,
3.332727289029443,	2.171773526020676,	0.05,
3.434442631396106,	2.0343068473332604,	0.05,
3.5289233775568207,	1.8896149232143005,	0.05,
3.6159288728554855,	1.7401099059732938,	0.05,
3.695321710112841,	1.5878567451471082,	0.05,
3.767047139691447,	1.4345085915721274,	0.05,
3.831112171526468,	1.2813006367004205,	0.05,
3.8875663148788666,	1.1290828670479662,	0.05,
3.9364850047380906,	0.9783737971844795,	0.05,
3.977956062890647,	0.8294211630511292,	0.05,
4.012069098084599,	0.6822607038790504,	0.05,
4.038907503367771,	0.5367681056634268,	0.05,
4.058542623209151,	0.3927023968276111,	0.05,
4.071556739317168,	0.26028232216033054,	0.05,
4.0792205823408105,	0.1532768604728515,	0.05,
4.082968783214991,	0.07496401748359684,	0.05,
4.08422482369094,	0.02512080951899246,	0.05,
4.084407275101284,	0.0036490282068662,	0.05,
4.084407275101284,	0.0,	0.05,
