88
3.6645783669305413E-4,	0.014658313467722164,	0.05,
0.0017099927860096114,	0.026870698986331144,	0.05,
0.004732863912314043,	0.06045742252608864,	0.05,
0.010106575403648706,	0.10747422982669325,	0.05,
0.0185022773975173,	0.16791403987737194,	0.05,
0.030590540081338748,	0.24176525367642887,	0.05,
0.04704106988138465,	0.32901059600091803,	0.05,
0.06852236684444682,	0.42962593926124343,	0.05,
0.09570132314703977,	0.5435791260518591,	0.05,
0.12924275973741597,	0.6708287318075241,	0.05,
0.1694737285673677,	0.8046193765990345,	0.05,
0.21638393513936888,	0.9382041314400238,	0.05,
0.26996132035218784,	1.0715477042563797,	0.05,
0.3301920439433232,	1.204614471822707,	0.05,
0.39706046899536307,	1.3373685010407976,	0.05,
0.470549151792431,	1.4697736559413588,	0.05,
0.5506388377683168,	1.6017937195177159,	0.05,
0.6373084672914925,	1.7333925904635132,	0.05,
0.7305351961688524,	1.8645345775471995,	0.05,
0.8302944344715087,	1.9951847660531263,	0.05,
0.9365599101103739,	2.125309512777302,	0.05,
1.0493037634930824,	2.25487706765417,	0.05,
1.1684966819144025,	2.3838583684264005,	0.05,
1.2941080821148083,	2.512228004008118,	0.05,
1.4261063518981643,	2.639965395667118,	0.05,
1.5644591624279471,	2.767056210595656,	0.05,
1.7091338639233535,	2.893494029908129,	0.05,
1.8600979781761793,	3.019282285056517,	0.05,
2.0173198014373046,	3.144436465222503,	0.05,
2.1807691304689643,	3.2689865806331957,	0.05,
2.350418122661007,	3.392979843840853,	0.05,
2.526242296938478,	3.5164834855494265,	0.05,
2.708221677666459,	3.6395876145596198,	0.05,
2.8963420735935603,	3.7624079185420247,	0.05,
3.0902730115083674,	3.8786187582961396,	0.05,
3.2893718326705974,	3.981976423244599,	0.05,
3.493009399099446,	4.072751328576974,	0.05,
3.7005699984502507,	4.151211987016092,	0.05,
3.9114506508124935,	4.217613047244854,	0.05,
4.125059788592081,	4.272182755591736,	0.05,
4.340815326890437,	4.315110765967122,	0.05,
4.5581421927501395,	4.346537317194059,	0.05,
4.776469432336502,	4.366544791727257,	0.05,
4.994977828938402,	4.370167932037987,	0.05,
5.212844926518804,	4.357341951608046,	0.05,
5.4294909753449145,	4.332920976522209,	0.05,
5.644327280698486,	4.296726107071427,	0.05,
5.8567540292546,	4.24853497112227,	0.05,
6.066158701705567,	4.188093449019343,	0.05,
6.271915107904429,	4.115128123977251,	0.05,
6.473383032672514,	4.029358495361685,	0.05,
6.66990843892644,	3.93050812507852,	0.05,
6.860824147509449,	3.8183141716601963,	0.05,
7.045704831923238,	3.6976136882757675,	0.05,
7.224445361180852,	3.5748105851522847,	0.05,
7.39701078166437,	3.451308409670382,	0.05,
7.56336386433541,	3.3270616534207917,	0.05,
7.723466069701944,	3.2020441073306705,	0.05,
7.877278345960679,	3.076245525174706,	0.05,
8.024761776366137,	2.949668608109147,	0.05,
8.165878094950525,	2.822326371687769,	0.05,
8.300590088393134,	2.694239868852173,	0.05,
8.428861901916923,	2.5654362704757747,	0.05,
8.550659265520945,	2.4359472720804334,	0.05,
8.665949655297194,	2.3058077955249874,	0.05,
8.77470240157005,	2.1750549254571334,	0.05,
8.876888755807434,	2.0437270847476796,	0.05,
8.972481924880894,	1.9118633814692054,	0.05,
9.061457080377249,	1.7795031099271015,	0.05,
9.143791349909682,	1.6466853906486625,	0.05,
9.219463794892127,	1.513448899648907,	0.05,
9.288455379393703,	1.379831690031539,	0.05,
9.350748933373891,	1.2458710796037755,	0.05,
9.40632911378782,	1.1116036082785559,	0.05,
9.455182364039393,	0.9770650050314609,	0.05,
9.497296875269212,	0.8422902245963833,	0.05,
9.532662549918687,	0.7073134929895045,	0.05,
9.56153319262942,	0.5774128542146939,	0.05,
9.584503193806755,	0.4594000235466845,	0.05,
9.602245301233099,	0.3548421485268861,	0.05,
9.615433869937664,	0.2637713740912962,	0.05,
9.62474446857668,	0.18621197278030632,	0.05,
9.630853544788764,	0.12218152424169439,	0.05,
9.63443814584431,	0.07169202111092074,	0.05,
9.636175694941873,	0.03475098195123152,	0.05,
9.636743820601525,	0.011362513193057798,	0.05,
9.636820239612689,	0.001528380223261399,	0.05,
9.636820239612689,	0.0,	0.05,
