1146
6.2499999999999995E-6,	2.4999999999999995E-4,	0.05,
6.3979198129539205E-6,	2.958396259078418E-6,	0.05,
6.730740121155927E-6,	6.656406164040121E-6,	0.05,
7.322423161052439E-6,	1.183366079793024E-5,	0.05,
8.246934296921023E-6,	1.8490222717371686E-5,	0.05,
9.57824401438665E-6,	2.6626194349312525E-5,	0.05,
1.1390330412650036E-5,	3.6241727965267745E-5,	0.05,
1.1875918015446259E-4,	0.002147376994836251,	0.05,
6.280089398381212E-4,	0.01018499519367317,	0.05,
0.0012567026777572114,	0.012573874758381804,	0.05,
0.002017431972318667,	0.015214585891229114,	0.05,
0.0029227595681079704,	0.018106551915786067,	0.05,
0.003985261117987896,	0.02125003099759851,	0.05,
0.005217512828680155,	0.024645034213845195,	0.05,
0.0066320879759502955,	0.0282915029454028,	0.05,
0.008241556133923744,	0.03218936315946897,	0.05,
0.010058508581897597,	0.03633904895947706,	0.05,
0.012095501341973444,	0.04073985520151695,	0.05,
0.014365116708072067,	0.045392307321972435,	0.05,
0.016879931725120832,	0.05029630034097527,	0.05,
0.019652517140557123,	0.05545170830872583,	0.05,
0.022695449986514158,	0.060858656919140726,	0.05,
0.026021303429899653,	0.0665170688677099,	0.05,
0.029642659341512792,	0.07242711823226275,	0.05,
0.03357209063182697,	0.0785886258062836,	0.05,
0.037822167073197195,	0.08500152882740443,	0.05,
0.04240547149136748,	0.09166608836340573,	0.05,
0.04733458488670139,	0.09858226790667822,	0.05,
0.05262207573279082,	0.10574981692178856,	0.05,
0.05828052567006848,	0.11316899874555318,	0.05,
0.06432250903264987,	0.12083966725162787,	0.05,
0.07076060571954848,	0.12876193373797215,	0.05,
0.07760739287855278,	0.1369357431800861,	0.05,
0.08487545820028788,	0.1453613064347019,	0.05,
0.0925773708178224,	0.1540382523506904,	0.05,
0.1007257146281926,	0.16296687620740422,	0.05,
0.10933306556260158,	0.1721470186881797,	0.05,
0.11841201454540108,	0.18157897965599004,	0.05,
0.12797513210619893,	0.1912623512159571,	0.05,
0.13803501422512007,	0.20119764237842275,	0.05,
0.1486042302357135,	0.21138432021186856,	0.05,
0.15969536463259137,	0.22182268793755752,	0.05,
0.1713210099916747,	0.23251290718166678,	0.05,
0.18349375464082635,	0.2434548929830326,	0.05,
0.19622617153420227,	0.2546483378675185,	0.05,
