88
3.6413364391667556E-4,	0.014565345756667021,	0.05,
0.0019427009890319803,	0.03157134690230609,	0.05,
0.005494560044925236,	0.07103718111786513,	0.05,
0.01180925872001594,	0.12629397350181407,	0.05,
0.021676700021372904,	0.19734882602713924,	0.05,
0.03588736861003912,	0.28421337177332423,	0.05,
0.05523261576824576,	0.3869049431641328,	0.05,
0.0805050028152334,	0.505447740939753,	0.05,
0.11249870421835052,	0.6398740280623424,	0.05,
0.15200997217994874,	0.7902253592319644,	0.05,
0.19944230971370544,	0.9486467506751339,	0.05,
0.2548060479628963,	1.1072747649838173,	0.05,
0.31811329200083915,	1.2661448807588565,	0.05,
0.38937793847816954,	1.425292929546608,	0.05,
0.468615693101164,	1.5847550924598899,	0.05,
0.5558440827820866,	1.744567793618453,	0.05,
0.6510824625660682,	1.9047675956796313,	0.05,
0.7543520116301612,	2.065390981281861,	0.05,
0.8656757170183755,	2.2264741077642856,	0.05,
0.9850783378783446,	2.388052417199383,	0.05,
1.112586346039649,	2.5501601632260864,	0.05,
1.248227835741814,	2.712829794043297,	0.05,
1.392032394182021,	2.876091168804141,	0.05,
1.5440309242628127,	3.0399706016158365,	0.05,
1.7042554083653632,	3.204489682051007,	0.05,
1.8727386014653422,	3.36966386199958,	0.05,
2.049513641080939,	3.535500792311942,	0.05,
2.234613559804387,	3.7019983744689546,	0.05,
2.4280706864763384,	3.869142533439034,	0.05,
2.629915923080019,	4.036904732073611,	0.05,
2.840177885298313,	4.205239244365878,	0.05,
3.0588818993732905,	4.374080281499545,	0.05,
3.2860488526469016,	4.54333906547222,	0.05,
3.521693903796768,	4.712901022997332,	0.05,
3.7654179175588722,	4.874480275242082,	0.05,
4.016403287246881,	5.019707393760166,	0.05,
4.273818768314448,	5.148309621351343,	0.05,
4.536819526799625,	5.260015169703542,	0.05,
4.804547788525191,	5.3545652345113215,	0.05,
5.076134120921571,	5.4317266479276025,	0.05,
5.350699334653288,	5.491304274634334,	0.05,
5.6273569398906735,	5.533152104747707,	0.05,
5.9052160405176926,	5.557182012540374,	0.05,
6.182981616554327,	5.555311520732695,	0.05,
6.459361869981252,	5.527605068538485,	0.05,
6.733474524686738,	5.482253094109722,	0.05,
7.004446339792129,	5.419436302107826,	0.05,
7.271415294835901,	5.339379100875428,	0.05,
7.533532179495988,	5.242337693201737,	0.05,
7.789961552118315,	5.128587452446556,	0.05,
8.039882080475358,	4.998410567140865,	0.05,
8.282486319202416,	4.852084774541148,	0.05,
8.516980007203372,	4.6898737600191245,	0.05,
8.742977990137668,	4.519959658685903,	0.05,
8.960505156755035,	4.350543332347338,	0.05,
9.169595851554774,	4.1818138959947815,	0.05,
9.370286749670004,	4.0138179623045955,	0.05,
9.562615889577662,	3.846582798153167,	0.05,
9.746621871826385,	3.680119644974463,	0.05,
9.922343207072613,	3.514426704924584,	0.05,
10.089817795883427,	3.3494917762162655,	0.05,
10.249082521773495,	3.185294517801359,	0.05,
10.400172940409057,	3.02180837271125,	0.05,
10.54312304856934,	2.859002163205673,	0.05,
10.67796511859696,	2.6968414005523997,	0.05,
10.80472958569058,	2.5352893418723967,	0.05,
10.923444977587113,	2.374307837930651,	0.05,
11.034137876450265,	2.21385797726304,	0.05,
11.136832906646744,	2.053900603929593,	0.05,
11.231552740102545,	1.8943966691160388,	0.05,
11.318318116596819,	1.7353075298854803,	0.05,
11.397147871607642,	1.5765951002164393,	0.05,
11.468058971448063,	1.4182219968084075,	0.05,
11.531066550036412,	1.2601515717669916,	0.05,
11.586183947273557,	1.1023479447429203,	0.05,
11.633422746244923,	0.9447759794272967,	0.05,
11.672792807741546,	0.787401229932471,	0.05,
11.704688865047313,	0.637921146115342,	0.05,
11.729895938820846,	0.5041414754706688,	0.05,
11.749202871061101,	0.3861386448050974,	0.05,
11.763396967541004,	0.28388192959805836,	0.05,
11.773264382471588,	0.1973482986116619,	0.05,
11.779590446208594,	0.12652127474012786,	0.05,
11.78315993549757,	0.0713897857795325,	0.05,
11.784757288672406,	0.031947063496726366,	0.05,
11.785166767486652,	0.008189576284923259,	0.05,
11.78517256402355,	1.1593073795417248E-4,	0.05,
11.78517256402355,	0.0,	0.05,
