110
3.688253918681405E-4,	0.014753015674725619,	0.05,
0.0017270062731233721,	0.027163617625104632,	0.05,
0.004782823555988833,	0.06111634565730923,	0.05,
0.010215080181491,	0.10864513251004336,	0.05,
0.018702193091007152,	0.16974225819032301,	0.05,
0.030582534660964014,	0.23760683139913719,	0.05,
0.04585448416600736,	0.3054389901008669,	0.05,
0.06451595179600944,	0.37322935260004164,	0.05,
0.08656437416184434,	0.4409684473166979,	0.05,
0.1119967090639159,	0.5086466980414309,	0.05,
0.1408094288445591,	0.5762543956128641,	0.05,
0.1729985136143676,	0.6437816953961701,	0.05,
0.20855944324930048,	0.7112185926986575,	0.05,
0.24748718860568614,	0.7785549071277129,	0.05,
0.2897762025211973,	0.8457802783102226,	0.05,
0.33542041011718615,	0.9128841519197768,	0.05,
0.38441319850885225,	0.9798557678333225,	0.05,
0.4367474069094846,	1.0466841680126473,	0.05,
0.4924153163937079,	1.1133581896844655,	0.05,
0.5514086398282464,	1.1798664686907703,	0.05,
0.6137185130342548,	1.246197464120169,	0.05,
0.6793354860433165,	1.3123394601812328,	0.05,
0.7482495164765888,	1.3782806086654447,	0.05,
0.8204499642946462,	1.4440089563611487,	0.05,
0.8959255894076398,	1.509512502259871,	0.05,
0.974664551991183,	1.5747792516708643,	0.05,
1.0566544171752623,	1.6397973036815865,	0.05,
1.1418821641782237,	1.704554940059227,	0.05,
1.2303342016729484,	1.7690407498944942,	0.05,
1.321996389886219,	1.8332437642654127,	0.05,
1.4168540715782598,	1.897153633840814,	0.05,
1.514892112624771,	1.9607608209302219,	0.05,
1.6160949544835588,	2.024056837175757,	0.05,
1.7204466803456533,	2.0870345172418907,	0.05,
1.8279310964502167,	2.149688322091266,	0.05,
1.9385318319620337,	2.2120147102363386,	0.05,
2.0522324583462925,	2.2740125276851786,	0.05,
2.169016631951304,	2.3356834721002246,	0.05,
2.2888682609348923,	2.397032579671768,	0.05,
2.4117717002714127,	2.4580687867304083,	0.05,
2.5377119756216278,	2.518805507004297,	0.05,
2.666675038872539,	2.5792612650182245,	0.05,
2.7986480556833415,	2.639460336216045,	0.05,
2.9336197261543684,	2.6994334094205357,	0.05,
3.0715806370490006,	2.759218217892643,	0.05,
3.212523644420998,	2.8188601474399415,	0.05,
3.3564442818955587,	2.8784127494912117,	0.05,
3.5033411892900705,	2.937938147890238,	0.05,
3.65321655322265,	2.99750727865159,	0.05,
3.8060765491452893,	3.0571999184527843,	0.05,
3.9616106449361648,	3.110681915817507,	0.05,
4.119193911769083,	3.1516653366583602,	0.05,
4.278208789569016,	3.180297555998666,	0.05,
4.438043950619576,	3.1967032210112065,	0.05,
4.597829416543437,	3.195709318477221,	0.05,
4.756698683518456,	3.1773853395003795,	0.05,
4.914049641859942,	3.147019166829721,	0.05,
5.069278934861183,	3.104585860024805,	0.05,
5.221780215280583,	3.050025608387986,	0.05,
5.371206212601326,	2.9885199464148675,	0.05,
5.5175250314124,	2.9263763762214854,	0.05,
5.660756955012452,	2.864638472001048,	0.05,
5.800918086725422,	2.80322263425938,	0.05,
5.938020581377244,	2.74204989303644,	0.05,
6.072072917923187,	2.681046730918856,	0.05,
6.203080200485137,	2.620145651239011,	0.05,
6.331044476645441,	2.559285523206075,	0.05,
6.4559650628264285,	2.49841172361975,	0.05,
6.5778388683304065,	2.437476110079563,	0.05,
6.696660711081929,	2.3764368550304455,	0.05,
6.812423620074329,	2.3152581798480014,	0.05,
6.925119119909718,	2.253909996707786,	0.05,
7.034737495513019,	2.192367512066021,	0.05,
7.141268035111177,	2.1306107919631687,	0.05,
7.244699250315508,	2.0686243040866015,	0.05,
7.3450190745188495,	2.0063964840668307,	0.05,
7.442215038553425,	1.9439192806915129,	0.05,
7.536274426383508,	1.8811877566016393,	0.05,
7.627184410424966,	1.8181996808291585,	0.05,
7.7149321690689,	1.7549551728786852,	0.05,
7.799504987641406,	1.6914563714501156,	0.05,
7.880890344102733,	1.6277071292265421,	0.05,
7.959075981525898,	1.5637127484633035,	0.05,
8.034049968279513,	1.4994797350722895,	0.05,
8.105800747860492,	1.4350155916195735,	0.05,
8.174317179741841,	1.3703286376269719,	0.05,
8.239588571648593,	1.3054278381350137,	0.05,
8.301604705412988,	1.2403226752879157,	0.05,
8.360355856926688,	1.1750230302739968,	0.05,
8.415832811003408,	1.109539081534396,	0.05,
8.468026872106835,	1.0438812220685263,	0.05,
8.516929871765164,	0.9780599931665984,	0.05,
8.562534172989333,	0.9120860244833691,	0.05,
8.604832672744498,	0.8459699951033058,	0.05,
8.643818802256634,	0.7797225902427042,	0.05,
8.679486526265812,	0.7133544801835476,	0.05,
8.711830340916222,	0.6468762930082164,	0.05,
8.740845271577514,	0.5802986132258253,	0.05,
8.76652686949779,	0.5136319584055268,	0.05,
8.788871208798634,	0.44688678601687165,	0.05,
8.807874883097346,	0.3800734859742561,	0.05,
8.823535002231988,	0.3132023826928485,	0.05,
8.835849189921783,	0.24628375379589026,	0.05,
8.844815580758707,	0.1793278167384966,	0.05,
8.85070864077009,	0.11786120022767128,	0.05,
8.8541384338937,	0.06859586247220044,	0.05,
8.855774685010214,	0.03272502233029131,	0.05,
8.856287373172597,	0.010253763247651034,	0.05,
8.856346584224145,	0.0011842210309601126,	0.05,
8.856346584224145,	0.0,	0.05,
