88
3.6985651373580244E-4,	0.014794260549432097,	0.05,
0.001402776174051248,	0.020658393206308908,	0.05,
0.003726879583993615,	0.046482068198847336,	0.05,
0.007858742777397818,	0.08263726386808407,	0.05,
0.014315128420285272,	0.12912771285774904,	0.05,
0.023354884520931755,	0.18079512201292963,	0.05,
0.03497906580539897,	0.23248362568934428,	0.05,
0.049189370331490644,	0.28420609052183343,	0.05,
0.06598839739383777,	0.33598054124694243,	0.05,
0.08537996437979224,	0.38783133971908945,	0.05,
0.10736948210530048,	0.43979035451016485,	0.05,
0.13196438762302323,	0.4918981103544551,	0.05,
0.15917463293066927,	0.5442049061529206,	0.05,
0.18901322558410966,	0.5967718530688079,	0.05,
0.22149681574249686,	0.6496718031677441,	0.05,
0.2566463211072909,	0.7029901072958807,	0.05,
0.29448757917021845,	0.7568251612585506,	0.05,
0.335052011617367,	0.8112886489429708,	0.05,
0.3783772838275432,	0.8665054442035253,	0.05,
0.4245079375679103,	0.9226130748073417,	0.05,
0.4734959732418558,	0.979760713478911,	0.05,
0.5254013549874278,	1.03810763491144,	0.05,
0.5802924111957204,	1.0978211241658515,	0.05,
0.6382461036300341,	1.1590738486862744,	0.05,
0.6993481404642115,	1.2220407366835466,	0.05,
0.7636929136188206,	1.2868954630921847,	0.05,
0.8313832474260144,	1.3538066761438752,	0.05,
0.9025299549239629,	1.4229341499589703,	0.05,
0.9772512087258293,	1.4944250760373272,	0.05,
1.0556717451472168,	1.56841072842775,	0.05,
1.1379219320120366,	1.6450037372963937,	0.05,
1.2241367413039694,	1.7242961858386574,	0.05,
1.31445467653336,	1.8063587045878096,	0.05,
1.409016710432586,	1.8912406779845192,	0.05,
1.5079652909227694,	1.9789716098036718,	0.05,
1.6114434717441783,	2.069563616428178,	0.05,
1.7195942191807359,	2.16301494873115,	0.05,
1.8325599382310669,	2.2593143810066194,	0.05,
1.95048225134889,	2.358446262356461,	0.05,
2.073171494661735,	2.4537848662569006,	0.05,
2.2000815106331935,	2.538200319429166,	0.05,
2.3306246087002545,	2.6108619613412234,	0.05,
2.4641716464874723,	2.6709407557443554,	0.05,
2.599865053650362,	2.713868143257793,	0.05,
2.736796959216591,	2.738638111324581,	0.05,
2.8742040481687368,	2.7481417790429177,	0.05,
3.011286956712407,	2.7416581708734133,	0.05,
3.147211930206812,	2.718499469888094,	0.05,
3.2813131828584368,	2.6820250530324956,	0.05,
3.4132832472825108,	2.6394012884814813,	0.05,
3.542990515820021,	2.5941453707502053,	0.05,
3.6703084079529646,	2.546357842658872,	0.05,
3.7951147243051935,	2.4961263270445775,	0.05,
3.9172910860980674,	2.443527235857482,	0.05,
4.036722473366539,	2.388627745369436,	0.05,
4.153296868195498,	2.3314878965791697,	0.05,
4.26690500356677,	2.2721627074254567,	0.05,
4.377440214035604,	2.210704209376677,	0.05,
4.484798380663733,	2.1471633325625805,	0.05,
4.588877959871484,	2.0815915841550185,	0.05,
4.689580083577134,	2.0140424741130003,	0.05,
4.786808716470173,	1.9445726578607658,	0.05,
4.88047085543763,	1.8732427793491484,	0.05,
4.970476755941059,	1.8001180100685676,	0.05,
5.056740170587887,	1.7252682929365653,	0.05,
5.139178586212944,	1.6487683125011368,	0.05,
5.217713447358844,	1.5706972229179894,	0.05,
5.2922703560122955,	1.4911381730690259,	0.05,
5.362779239704153,	1.4101776738371536,	0.05,
5.4291744825021775,	1.3279048559604933,	0.05,
5.491395015832021,	1.244410666596875,	0.05,
5.549384368349376,	1.1597870503471015,	0.05,
5.603090676202273,	1.0741261570579441,	0.05,
5.65246665675314,	0.9875196110173549,	0.05,
5.697469550335678,	0.9000578716507592,	0.05,
5.738061035634809,	0.8118297059826066,	0.05,
5.774207125023397,	0.722921787771759,	0.05,
5.805878046503619,	0.6334184296044348,	0.05,
5.833048119019127,	0.5434014503101594,	0.05,
5.855695627534676,	0.4529501703109837,	0.05,
5.873802704058431,	0.3621415304750983,	0.05,
5.8873552198839185,	0.27105031650975037,	0.05,
5.896587408922838,	0.1846437807783933,	0.05,
5.9021949591550555,	0.1121510046443504,	0.05,
5.905089838451588,	0.05789758593065891,	0.05,
5.90618616295801,	0.021926490128433604,	0.05,
5.9063990418219205,	0.004257577278221297,	0.05,
5.9063990418219205,	0.0,	0.05,
